Part,Sentence,ann1,ann2,ann3
SentiAnno3,"Die Gründe, welche die fruchtbare Gestaltungverhinderten, sind allbewußt; dennoch kann der Landtagmit Befriedigung zurückblicken; er hat zwei Beschlüsse gefaßt, welche in den Annalen der Geschichte Kroatiens einenMarkstein bilden.",positive,positive,mixed
SentiAnno3,"Getreuen erfolgreich begonnene Werk mit, Gottes Hilfe unter verfassungsmäßiger Mitwirkungdes nächsten Landtages zum Nutz und FrommenUnserer geliebten Königreiche Kroatien und Slavonien zum Abschlüsse zu bringen.",positive,positive,positive
SentiAnno3,"Insoweit man die jetzigeLage des Landes überschauen kann, bemerkt man keinebesondere Nöthigung zu außerordentlichen Maßnahmen;die Regierung wird also triftige Beweise für ihr Verlangen der Legislative unterbreiten müssen.Was uns ganz besonders auffällt, das ist derMangel eines jeden Hinweises auf Kroatien unddessen Zustände, die ja in dem gegenwärftgen Stadiumauch das eigentliche Ungarn gar sehr tangiren.",negative,neutral,neutral
SentiAnno3,"Von der Ausübung dieser Thätigkeit imEinklänge mit dem Gesetze, von der richtigen Beurtheilung der reellen Verhältnisse, der Exigwnzes derstaatlichen Gemeinschaft wird es daher vorZUgMeiseabhängen, daß das obige Grundgesetz, beziehungsweise der durch die Dauer so vieler Jahrhundertegeweihte Bund mit dem Königreiche Ungarn UnserenKönigreichen Kroatien und Slavonien immer größereVortheile bringe, Vortheile, welche vorübergehendeMißverständnisse — Wir sind dessen gewiß — durchfreundliches Entgegenkommen von dereinen und der anderen Seite jederzeit behoben werden können.",positive,positive,positive
SentiAnno3,"Gestützt auf das obige Grundgesetz als feste Unterlage, können sich demnach Ew:Getreuen mit gutem Gewissen der fruchtbringendenArbeit bezüglich der gedeihlichen Entwicklung deröffentlichen Zustände des Landes, bezüglich der Förderung des geistigen Fortschrittes und des materiellMWohlstandes Unserer geliebten Königreiche Kroatien-und Slavonien widmen.In dieser Richtung erfordert die Vereinigungdes ehemaligen Grenzgebietes mit Kroatien undSlavonien und hiemit mit den Ländern der ungarischen Krone, daß die factisch vereinigten Landestheile durch gesetzliche Verfügungen in einen organischen Körper verschmolzen werden, und daß dieeinheitliche Wahlordnung für das gesammte Landins Leben trete.Die Aufgabe Unserer Landesregierung wird esdaher sein, Ew.",positive,positive,mixed
SentiAnno3,"Es sind fchon einige Mittel vorhanden,und es sollen noch mehr in Kroatien und Slavonien aufgebrachtwerden.",positive,neutral,neutral
SentiAnno3,"Auch Kroatienmüsse etwas Schönes und Großartiges spenden, und da würdesich der Hochaltar am besten empfehlen.",positive,neutral,neutral
SentiAnno3,"Wir halten dafür, daß man auf derHut sein müsse.Gestern ist in Agram der kroati/ch-slavonische Landtagwieder zusammengetreten; es ist zum fünften Male in diesemJahre.",neutral,neutral,neutral
SentiAnno3,Diese Deputationsoll das Verhältniß zwischen Ungarn und Kroatienauf Grund des bestehenden AusgleiqsgesetzeS von 1868 und1873 einer neuen Prüfung unterziehen.,neutral,neutral,neutral
SentiAnno3,"Ob dieseneuen Regnicolar-Deputationen in der strittigen Frage derGesetzesinterpretation zu einer Einigung gelangen werden,erscheint angesichts der letzten Erfahrungen mit den Regni-colar-Deputationen in der Fiumaner Frage wenig glaublich.Die kroatische Nationalpartei dürste durch dieses Mittelihre schwankende Position im Volke kaum besonders stärkenund befestigen.Agram, 31.",negative,negative,neutral
SentiAnno3,"Die kroatffcheRegierung antwortete auf alle diese Zuschriften und Urgenzennur ein einziges Mal in ernstlicher Weise, aber auch in diesemeinen Antwortschreiben ist keine Spur einer principiellen Darstellung der Angelegenheit zu finden.",negative,negative,neutral
SentiAnno3,"Nicht mit einem Wortewird das Eigenthumsrecht Kroatiens auf die Cameral-Acten behauptet oder zu beweisen versucht, noch wird auseinandergesetzt,warum dieselben im Archive zu verbleiben hätten, sei es ausrechtlichen Gründen oder im Jntereffe der Wissenschaft.",negative,negative,neutral
SentiAnno3,"An demPatriotismus der übergroßen Mehrzahl der Serben inUngarn und Kroatien ist nicht zu zweiseln und eben deshalb sollten namentlich unsere Officiösen mit den üblichenNergeleien, Verdächtigungen und Drohungen endlich aufhören.",positive,mixed,positive
SentiAnno3,"Das heutige Amtsblatt veröffentlicht eine Verordnung der Landesregierung, mit welcher dieZahl und die territoriale Begrenzung der Verwaltungsbezirke in Kroatien-Slavonien und die Amtssitze derselbenverlautbart werden.",neutral,neutral,neutral
SentiAnno3,"ausgesprochen haben, das hat sicherfüllt: die Kroaten sind unverändert auf ihrem Stand-puncte geblieben und lehnen die von ungarischer Seite vorgelegte Interpretation des Ausgleichsgesetzes vom Jahre1868 in höflicher doch entschiedener Weise ab.",positive,positive,neutral
SentiAnno3,"In der vorAllem vielumstrittenen Frage hinsichtlich der „Parität"" suchtdas kroatische Renuntium nicht ohne Geschick den Nachweiszu führen, daß „zwischen Ungarn und Kroatien-Slavonien-Dalmatien zwar nicht dasselbe staatsrechtliche Verhältnißbesteht wie zwischen den Ländern der St. Stephans-Kroneund den im Reichsrathe vertretenen Ländern"", allein es„könne doch nicht geleugnet werden, daß darin einezwischen Ungarn und Kroatien-Slavoien-Dalmatien bestehende eigenthümliche Parität enthalten ist,namentlich aber und insbesondere bezüglich der autonomenAngelegenheiten.""",mixed,neutral,neutral
SentiAnno3,"Was aber jene im ungarischen Renuntium enthaltene Behauptung anbelangt, daß „Kroatien-Slavonien in Angelegenheiten, welche außerhalb des autonomen Wirkungskreises liegen, unter die gleiche Rücksichtinit was immer für einem anderen Theil der heil.",neutral,neutral,neutral
SentiAnno3,"Unzweifelhaft erscheint es aber, daß nach den Vorschriften der bestehendenGesetze die kroatisch-slavonische Landesregierung für ihreofficiellen Handlungen oder Unterlassungen dem Landtage in Agram verantwortlich ist, selbst dann, wenndie beanständete oder verletzende Handlung etwa überVerlangen der gemeinsamen (ungarischen) Centralregierung erfolgt wäre.",mixed,negative,neutral
SentiAnno3,"Wenn deshalb die Kroaten verlangen, daßdie gemeinsame Regierung stets im Einvernehmen mit ihrerLandesregierung vorgehen möge, so ist das ebenso richtig,wie im Gesetze begründet.",positive,positive,neutral
SentiAnno3,"Sehr entschieden tritt daskroatische Renuntium für die im Gesetze vorgesehene, aberin der Praxis unausgeführt gebliebene Bestimmung hinsichtlich der Errichtung von kroatisch-slavonischen Sectionenbei der gemeinsamen Regierung in Budapest ein.",neutral,neutral,positive
SentiAnno3,"Auf ungarischer Seite hat man mit der Durchführung dieser Bestimmung bis jetzt gezaudert, weil die betreffenden Beamten-vostcn den Kroaten zugute kommen würden.",negative,neutral,neutral
SentiAnno3,"Daraufbemerken jetzt die Kroaten, daß sie die Verfügungen desAusgleichsgesetzcs über die amtliche Sprache „als die wichtigsten und nothwendigsten betrachten, gerade so als ob dasNationalleben auf derselben basiren würde"".",positive,neutral,neutral
SentiAnno3,"Wenndie Kroaten des Ferneren wünschen, daß bei Schließunginiernationaler Verträge die gemeinsame (ungarische) Regierung sich vorerst mit der kroatischen Landesregierungins Einvernehmen setzen, respcctive die betreffenden Vertragspuncte mit den in Kroatien und Slavonien bestehenden gesetzlichen Vorschriften und Einrichtungen in Uebereinstimmung bringen möge: so ist das sicherlich kein unberechtigtes und kein überflüssiges Begehren, weil ja zahlreicheBeispiele vorliegen, denen zufolge die geschlossenen internationalen Verträge mit giltigen Gesetzesbestimmungen imkroatisch-slavonischen Königreiche unvereinbarlich sind.",positive,neutral,neutral
SentiAnno3,"Man hat es vonmehreren Seiten auffallend befunden,' daß das kroatischeRenuntium der handelspolitischen und volkswirthschaft-lichen Gravamina nicht gedenkt; dieser Umstand bedeutet jedoch keineswegs ein Aufgebm dieser Wünscheund Beschwerden, sondern ist darauf zurückzuführen, daßdie Kroaten dem Verlangen der Ungarn zustimmen undihre Differenzen weiterhin in mündlichen Verhandlungen zurSprache und Erledigung bringen wollen.",positive,negative,neutral
SentiAnno3,"(Nach der Landiags-s e s s i o n.) Die heurige Landtagsscssion ist dadurch merkwürdig, daß in einer.die Bevölkerung stark bewegenden Frageeine neue Gruppirung der Fractioncn platzgegriffen hat.Die Serben nämlich, welche mit den Italienern die auto-nomistische, einer Vereinigung mit Kroatien widerstrebendePartei bilden, haben sich nämlich in der Frage, ob diekroatische Sprache in die Aemter cinzufiihren sei oder nicht,von ihren Parteigenossen getrennt und mit den Kroatenvereinigt, welche diese Einführung anstreben.",mixed,neutral,neutral
SentiAnno3,"Uebrigens ■ ganz zufrieden sind die'Serben mit der autonomen Landesverwal-tuug, welche hauptsächlich in kroatischen Händen liegt, dochnicht, und cs gab Vorwürfe, daß ihrer Schrift — derCyrica — nicht die gehörige Pflege und Rücksicht zugewendetwerde.",positive,neutral,neutral
SentiAnno3,"Die Leitung derselbenwurde, da das Gemeinde-Oberhaupt die festgesetzten Termine nicht einhielt und dafür keineswegs genügendeGründe vorbringen konnte, einem Regierungs-Commissärübergeben, und als sie dann vorgenommen wurde, siegtedie kroatische Partei in glänzender Weise.",positive,positive,mixed
SentiAnno3,"Dieser Wahlsiegwurde als ein großer Erfolg der kroatischen Partei gefeiert, und die Italiener können sie heute noch nichtverwinden.",mixed,neutral,mixed
SentiAnno3,"(Der Verwaltmigsgerichtshof hat inzwischen allerdings entschieden, daß die Streichmigvon 13Jtalienern aus denWählerlisten und die Aufnahme mehrerer Kroaten in dieselbe unrechtmäßig erfolgt sei.)",negative,neutral,neutral
SentiAnno3,Aus Anregung der Abgeordneten serbischer Nationalität aus Kroatien- und Slavonienhat heute Mittags eine Conferenz der serbischen Abgeordnetendes Reichstages stattgefunden.,neutral,neutral,neutral
SentiAnno3,"Freilich wird sie dort einen sehr schwierigen Standpunct haben; denn die Majorität ist in ihrer Erbitterung und im Bewußtsein ihrer Ueberlegenheit rücksichtslos gegen die Minorität, wie es nur noch im kroatischen Landtage vorzukommen pflegt.",negative,negative,negative
SentiAnno3,"Die Union würde, wenn sie zur That würde, nicht eine Stärkung Kroatiens, sondern der Barcic'schen Oppositionspartei bilden, und ihre nächste Consequenz wäre ein heftiger Ansturm gegen die bestehende ungarisch=kroatische Union.",negative,negative,negative
SentiAnno3,Anläßlich der Stellungnahme der gemäßigt kroatischen Partei gegenüber der extremen Haltung des Abg.,neutral,neutral,neutral
SentiAnno3,"Er könne daher nichtversprechen, daß er die Vorlage noch in dieser Session unterbreiten werde, er werde aber bemüht sein, die Verhandlungen möglichst bald einem befriedigenden Abschlüsse zuzuführen. Kroatien.",positive,neutral,positive
SentiAnno3,[Ueber eine dieser Tage in Fiume stattgehabte Conferenz der kroatischen Rechtspartei will die gouvernementale „Agramer Ztg.“,neutral,neutral,neutral
SentiAnno3,"Bezüglich der Nationalitätsfrage wurde mittelst Resolution erklärt, daß in Kroatien nur eine Nationalität: die kroatische, existire. Nachmittags wurde das Grab des im Duelle gefallenen Dr.",positive,neutral,neutral
SentiAnno3,"bekränzt und ein Ausstug nach Abbazia veranstaltet, wo die kroatische Citavnica besucht wurde.",positive,neutral,neutral
SentiAnno3,"Die sechs Herren wehren sich dagegen, als ob ihnen die Schuld an dem Zerfalle der kroatischen Partei Dalmatiens zugeschrieben werden könnte.",negative,negative,neutral
SentiAnno3,"Als die Magyaren sich erhoben, um die Monarchie zu vernichten, haben die Kroaten dieselbe gerettet, und weil die Magyaren Rebellen waren, dominiren sie heute.",negative,mixed,negative
SentiAnno3,"Die Kroaten seien immer mit gleichem Opfermuthe bereit, für ihren legitimen König durch Feuer und Wasser zu gehen.",positive,positive,positive
SentiAnno3,"Die Wählerschaften einer größeren Anzahl dieser Wahlbezirke gehören drei Parteien an: ein Theil der kroatischen Nationalpartei, ein anderer der kroatischen Rechtspartei und ein dritter entweder der italienischen oder der serbischen Partei.",neutral,neutral,neutral
SentiAnno3,"Angesichts der Thatsache, daß bei den bereits erfolgten Wahlmännerwahlen, wie in den Canali und aus den Inseln Arbe, Pago, Lesina, die Autonomisten für die Candidaten der kroatischen Nationalpartei stimmten und zudem Siege derselben beitrugen, ist ohne Zweifel der Schlußzulässig, daß sie dies spontan thaten, weil die Wahl von Angehörigen der kroatischen Rechtspartei, welche es zu ihrer ersten Aufgabe gemacht, die Vereinigung Dalmatiens mit Kroatien mit Dampf zu betreiben, und welche zu diesem Zwecke auch Adreßanträge gestellt hat, noch viel weniger liebsein kann, als die Wahl von Kroaten, welche sich zur Nationalpartei bekennen.",negative,negative,neutral
SentiAnno3,"List“ behauptet, daß zwischen der Nationalpartei und den Autonomisten einförmliches Compromiß geschlossen worden sei und daß jene das Versprechen gegeben habe, die Kroatisirung des italienischen Gymnasiums in Zara und die allgemeine Einführung der kroatischen Sprache als der inneren Amtssprache nicht allzu drängend urgiren zu wollen. Sommern.",positive,neutral,neutral
SentiAnno3,"Wer Geld für gute Zwecke übrig hat, findet dafür im Peterspfennig, in den Vincenz=, in den Kirchenbau= und ähnlichen Vereinen vielrichtigere Verwendung. Kroatien.",neutral,neutral,neutral
SentiAnno3,"Diese Uniform kam von da an thatsächlich in Gebrauch, während die rothen Fracks der böhmischen Stände mit Silber gestickt waren. Doch mit dem mährischen Landeswappen blieb es die nächste Aufgabe der kroatischen Abgeordneten, mit allen Kräften und mit allem ihren Einflüsse dahin zuwirken, daß in Dalmatien die kroatische Sprache bei allen Aemtern als Dienstsprache eingeführt werde; denn bisher finde sie blos im äußeren Verkehre mit den Parteien Anwendung.",neutral,neutral,neutral
SentiAnno3,"List“ den gegenwärtigen Zeitpunct als besonders günstig und versichert auch, daß die kroatischen Abgeordneten sich anschicken, denselben auszunützen. Der griechisch=türkische Krieg.",neutral,neutral,negative
SentiAnno3,"Dassei nun geschehen, und es werde dadurch eben bewiesen, daß sich in der kroatischen Wählerschaft kein Gesinnungswechsel vollzogen habe.",neutral,neutral,neutral
SentiAnno3,"Und wenn es richtig ist, was der Banus noch sagte, nämlich, daß es heute schon in Kroatien unangenehm berühre, wenn die Ungarn kein Vertrauen zeigen, so könnte doch auch der Mangel der kirchenpolitischen ausgeraubt und darüber gespottet.",negative,negative,negative
SentiAnno4,"Durch die Einführung der ungarischen Sprache als alleinige Lehrsprache am Gymnasium zu Reusohl sei man zu der Ungeheuerlichkeit gekommen, daß von etwa 180 Schülern slavischer und deutscher Nationalität alle Gegenstände in ungarischer Sprache erlernt werden müssen, weil etwa ein halbes Dutzend Magyaren dort stndirt.",negative,negative,negative
SentiAnno4,Seit 15 Jahren fristete diese Schule in gemietheten Räumen ein unbeachtetes Dasein.,negative,negative,neutral
SentiAnno4,"Die Schule als Pflanzstätte der Bildung künftiger Staatsbürger=Generationen ist auch für den Staat von der wichtigsten Bedeutung, nicht nur für die Gegenwart, sondern auch für die Zukunft. Die Bildung ist in ihren Ausgangspuncten local, national, in ihrer höchsten Höhe kosmopolitisch, weltbürgerlich.",neutral,positive,neutral
SentiAnno4,"Sodann forderten ein Redner die Versammelten auf, sich dem böhmisch=slavischen Arbeiterverein anzuschließen, dessen Tendenz es sei, Arbeiterwerkstätten mit vollständig nationalem Charakter in's Leben zu rüsten, wo ausschließlich böhmische Arbeiter beschäftigt werden sollen; ferner strebender Verein die Errichtung böhmischer Schulen an.",neutral,neutral,neutral
SentiAnno4,"— Daß die Lehrer des Landes aufgefordert sind, Spionendienste zu thun, wissen Die.",negative,neutral,neutral
SentiAnno4,"ob die Regierung und ihre Partei noch immer behaupten wird, daß der Schulunterricht einen erfreulichen Aufschwung nehme??",neutral,negative,negative
SentiAnno4,"— Wenn man bedenkt, daß die Schulbildung der wichtigste Hebel des Staatswohles ist, daß ohne die ausgiebigste Bildung kein Staat in seiner Macht und Stärke fortschreiten kann, daß ferners die Regierungen in den europäischen Continentalstaaten die Erziehung und den Unterricht auf ihre Schultern und unter ihre mehr als zärtliche Beaussichtigung genommen haben, so muß allen unseren Ministerien seit Bach der Vorwurf gemacht werden, sie haben sich durch die Vernachlässigung der nichtdeutschen Nationalitäten in Bezug auf Schulbildung eines schweren Vergehens schuldig gemacht und die Verantwortung für die mangelhafte Bildung dieser Völker auf sich geladen.",negative,negative,negative
SentiAnno4,"— Es ist löblich, daß auch feindliche Staatsmänner die Bedeutung der Schulen und der Volksbildung für den Staat immer mehr beherzigen, dabei aber sollen sie auch den gerechten Forderungen nationaler und localer Eigenthümlichkeiten bei Zeiten Rechnung zu tragen suchen.",mixed,mixed,mixed
SentiAnno4,"Weil er sich den Anstrich eines Nationalen zu geben mußte, wurde er gleichzeitig vom Landesschulrathe zum Bezirksschul=Inspector in Vor- schlag gebracht, kannte sich aber im Volksschulwesen so wenig aus, daß er bei seinen Visitationen, wie er selbst bekannte, einen stillen Zuschauer machte, um sich in den Augen der Schullehrer nicht zu blamiren.",negative,neutral,neutral
SentiAnno4,"in der Praxis in der Weise ausgelegt, daß aus Landesnutteln für deutsche Schulen unverhältnismäßig mehr genußt wird, als für böhmische, und daß einer Nation von fünf Millionen Seelen bisher keine eigene Universität gewährt wird, daß die deutsche Sprache als ausschließliche Amtsspräche erklärt wird und in in böhmischen Gegenden Beamte bestellt wurden, welche der böhmischen Sprache nicht kundig sind. Das Recht freier Wahl der Volksvertreter, illustrirt durch die Pression und durch Zusagen der Repräsentanten der Regierung und durch die Untersuchung von Mißvermögensmächten, welche in der Befürchtung eines Wechsels jenes Systems, welches ihnen dermal die neuerlich in so vielen schreienden Erscheinungen zu Tage getretene Ausbeutung der schweren Steuerleistung der Staatsbürger sichert, gegen den offenbaren Willen der Landesmajorität und die natürlichen Verhältnisse des Landesagitiren. Doch wenn bei aller dieser offenbaren Verletzung allendessen, was die gebildete Welt als die unentbehrlichen Garantien der Freiheit und des Verfassungslebens anerkennt, wenigstens die Justiz unberührt geblieben Sie; aber es ist bereits unmöglich, nicht zu sehen und nicht zu hören, wie in den weitesten Kreisen — und zwar keineswegs in blos slavischböhmischen, Beschwerden laut werden, das jetzt der Gerechtigkeit, die doch selbst in der Periode des Absolutismus sich unbestrittener Makellosigkeit und der gleichen Achtung aller Ständeerfreute, von Vielen vermuthet wird, sich zur Verletzung nationalen und politischen Parteitreibens mißbrauchen zu lassen. In welcher Weise die Justiz bei uns die verfassungsmäßige Unverletzbarkeit der Abgeordneten respectirt und inwelcher Weise sie selbst der gegenwärtige Landtag zu wahren versteht und gewillt ist, dies überlassen wir dem Urtheile der Oeffentlichkeit. Wenn man berechtigt ist, den Baum nach seinen Früchten zu schätzen, so möge jeder Unbefangen urtheilen, es hat, so Gott will, die öffentliche Meinung des gebildeten Europa darüber bereits abgeurtheilt, ob wir weise berechtigt und wahrhaft freisinnig vorgehen, wenn wir daselbensowohl natürlich als historisch begründete Recht der Selbstbestimmung für unser Vaterland und unsere Ration durch unseren passiven Widerstand gegen die obgedachten verfassungsmäßigen Wohlthaten vertheidigen und gegen jene Freiheit, welche man uns mit Zwang auflegen will. Es wäre maßig, zu erwarten, daß in dieser Sache über unser Verhalten unsere politischen Gegner ein gerechtes Urtheilfällen, zumal Jene, denen aus dem gegenwärtigen Stande der Dinge ein Vortheil zugeht.",negative,negative,negative
SentiAnno4,"ES wäre ungerecht, daß Kinderlose für fremder Leute Kinder die Schule mitbezahlen. es wäre ungerecht, daß viele Gemeinden gar keine oder schlechtere Lehrer hätten, als andere.",negative,negative,negative
SentiAnno4,"Der Arbeiter plagt sich im Schweiße seines Angesichts, um nur mit elender Kost sein Leben zu stiften, die Gebildeten wissen das Geld nicht aufzutreiben, um ihre Kinder studiren zu lassen, der sonst unentgeltliche Unterricht ist jetzt namentlich an den höheren Schulen sehr theuer geworden, aber dafür gibt es nur wenige Studenten an- den Universitäten.",negative,negative,negative
SentiAnno4,"Trotzdem besteht in Budweis keine öffentliche Volks- schule mit böhmischer Unterrichtssprache, wogegen auf Kosten der Stadtgemeinde (seit 1878 auf Kosten des Schulbezirkes und des Landes) in der inneren Stadt eine Knaben= und Mädchen=Volksschule von je fünf Classen mit ebensoviel Parallelen, eine Knaben= und Mädchen=Bürgerschule und in der Prager Vorstadt eine fünfclassige Volksschule erhalten werden, in denen die deutsche Sprache ausschließlich derart zur Geltung gebracht ist, daß es nichteinmal den Religionslehrern gebuldet wird, auf das Herz der böhmischen Schulkinder mittelst der ihnen in den unteren Classen einzig und allein verständlichen Muttersprache einzuwirken.",negative,negative,negative
SentiAnno4,"Außerdem besteht noch bei der k. k. Lehrerbildungsanstalt eine vierclassige Uebungsschule. Bei diesem der Vernunft sowohl als den österreichischen Staatsgrundgesetzen direct widersprechenden Zustande der öffentlichen Volksschulen sind die Budweiser Kinder böhmischer Nationalität der Wohlthat des Schulunterrichtes ganz oder doch zum großen Theile beraubt, woraus ihnen sowohl für ihr materielles Fortkommen als auch für ihre moralische Entwicklung selbstverständlich ein großer, unersetzlicher Schaden erwächst. Aber ist denn die böhmische Bevölkerung von Budweisso indolent, daß sie gegen dieses schreiende, ihr von der ultramontanen Stadtvertretung zugefügte Unrecht nicht protestirt und die Hilfe der Regierungsorgane nicht anruft?",negative,negative,negative
SentiAnno4,"— Ich will möglichst genau alle die Schritte aufzählen, dieseit 1870 gemacht worden sind, um der böhmischen Bevölkerung von Budweis zu ihrem natürlichen und in Oesterreich so oft und so feierlich garantirten Rechte der nationalen Gleichberechtigung in der Schule zu verhelfen; urtheilen Sie dann selbst, ob die böhmische Bevölkerung von Budweis Sinn und Verständniß für eine natürliche und vernunftgemäße Schulbildung habe, oder ob die Verfassungstreue unserer Stadtvertheidigung nicht teitel Humbug und Germanisationssucht sei. Bis zum Jahre 1865 war die Budweiser Stadtvertretung und waren auch die k. k. Schulorgane so billig-denkend und so einsichtsvoll, daß sie die Nothwendigkeit eines zweisprachigen Unterrichtes in allen hiesigen Volksschulen anerkannten und allen erforderlichen Bedingungen, damit ein solcher Unterricht ermöglicht werde, bereitwillig im drussen Trompeter, im heiteren Blau, und waren die Zeiten auch schwer, so stand Dora doch im Lenze ihres Lebens.",negative,negative,neutral
SentiAnno4,"welches durch die Väter oder legstimen Vertreter von 782 schulpflichtigen Kindern böhmischer Nationalität gefertigt war; nicht nur wurde auch dieses Gesuch nicht erledigt, sondern auch die unter dem 20. Mai 1876 unterbreitete Bitte um dessen Rückstellung bis jetzt unbeachtet geblieben. Diese und andere höchst betrübenden Erfahrungen führten die böhmische Bevölkerung von Budweis zu der Ueberzeugung.",negative,negative,negative
SentiAnno4,"Woher soll der Volksgeist Nahrung und Erhebung über das Niveau des alltäglichen Lebens mit seinen Plagen und niederen Genüssen bekommen, wenn die Slovenen Steiermarks keine einzige nationale Mittelschule haben, in den Volksschulen aber ein Sprachgemenge von Deutsch und Slovenisch herrscht, daß die Kinder weder die eine noch die andere Sprache gehörig erlernen. In den städtischen Schulen ist der Unterricht ausschließlich deutsch, in den mehrclassigen Volksschulen, namentlich in Märkten, ist derselbe prävalirend deutsch.",negative,negative,mixed
SentiAnno4,"December 1861 müßte sich demnach die Thätigkeit des deutschen Schulvereines, insoferne er überhaupt auf den öffentlichen Unterricht einen Einfluß nehmen will, auf die Kinder deutscher Nationalität beschränken. Die vom deutschen Schulvereine in den letzten Jahren im slovenischen Theile der Steiermark entwickelte Thätigkeit verletzt jedoch vielfach die eben markirte Grenzlinie; der eigentliche Zweck, welchen derselbe verfolgt, ist nicht die Wahrung der eigenen Nationalität, sondern die Germanisirung der Slovenen. Wir erlauben uns auf folgende Thatsachen hinzuweisen : Im Berichte, welcher in der Jahresversammlung des deutschen Schulvereines (Wien, 18.",negative,negative,neutral
SentiAnno4,"Sobald also durch ihre fünfjährige Wirksamkeit an einem Orte nachgewiesen ist, daß con- stant mindestens vierzig czechische Kinder vorhanden sind, wird der Anstoß gegeben sein, daß die Errichtung einer öffentlichen czechischen Schule auf Kosten der Schulgemeinde und beziehungsweise des Bezirkes, dessen Umlagen die Lasten der Gemeinde vermehren, errichtet werde. Die Besorgniß, daß es dazu kommen werde, ist für die Gemeinde=Angehörigen ein sehr realer, von nationaler Unverträglichkeit unabhängiger Grund, weshalb die Errichtung czechischer Privatschulen in deutschböhmischen Städten mißliebig ist, zumal wo die wachsende czechische Bevölkerung hauptsächlich aus Dienstleuten und Arbeitern besteht.",mixed,mixed,mixed
SentiAnno4,"Den Central=Schulverlag hat der Minister in der Absicht geschickt, um jeden nationalen Gedanken, ausüben, Schulbüchern herauszubringen.",neutral,neutral,neutral
SentiAnno4,"Hat er doch ausdrücklich im Parlamente verkündet, er kenne keine deutsche, keine böhmische, keine polnische und keine slovenische Schule.",negative,neutral,neutral
SentiAnno4,"Oesterreich Deutsche, Böhmen, Slovenen und Polen sein werden, solange diese Völker den österreichischen Staat gebildet und auch weiter bilden, wird es eine deutsche, eine böhmische, eine polnische und eine südslavische Schule geben.",positive,neutral,neutral
SentiAnno4,"Denn wehe den Deutschen in Oesterreich, wenn der deutsch=nationale Gedanke keine andere Zuflucht mehr fände, als hier, wo es nur Eine Triebfeder gibt: das Ich! Wie die „Montags=Revue“ meldet, hat der Unterrichtsminister mit Rücksicht auf die in der letzten Zeit vorgekommenen Disciplinarfälle in Budweis und Ungarisch=Hradisch einen Erlaß an sämmtliche Direktionen der Gymnasien gerichtet, in welchem letztere zur strengsten Handhabung der Disciplin aufgefordert und insbesondere auf das Recht der Ausschließung aufmerksam gemacht werden. Die demonstrative Mai=Feier der Arbeiter geht heute mit dem üblichen Resolutions=Apparate in den Versammlungen, und mit dem Massenzug in den Prater hier in Scene.",negative,mixed,neutral
SentiAnno4,"Seitens dieser Redner wurde auf das Mißverhältniß zwischen den deutschen und czechischen Mittelschulen in Mähren, sowohl der vom Lande, als auch der vom Staate erhaltenen, hingewiesen und von Dr. Tucek ein Schriftstück verlesen, in welchem der deutschnationale Bürgermeister Statzer und Hermann Brach in Hohenstadt an die deutschen Gemeinden der Umgebung die Aufforderung richteten, um eine deutsche Staatsgewerbeschule und zugleich gegen die Errichtung einer czechischen Mittelschule in Hohenstadt beim Reichsrathe zu petitioniren.",neutral,neutral,neutral
SentiAnno4,Und diesbezüglich ist auf die Deutschnationalen nur nicht zu rechnen; das sind noch nebenbei zumeistunkundige Leute und werden das Geld haufenweise für die intelligente Mitarbeiterschaft im Bureau und in den Schulstuben hinauswerfen.,negative,negative,negative
SentiAnno4,"(Thiers) hat hier, wie das „Fremdenblatt“ schreibt, zu verschiedenen Personen der politischen Welt die Meinung geäußert, daß er die Intentionen Frankreichs in der schwebenden Frage als friedlich betrachte!",neutral,negative,neutral
SentiAnno4,"Das geschickte Spiel des Kaisers der Franzosen, bei allen wichtigen Fragen, die er „studirt“, möglichst vielen Lärm in der Presse machen und jederzeit zwei ganz- entgegengesetzte Strömungen in der Besprechung derselben walten zu lassen, um die öffentliche Meinung gründlich zu verwirren und die möglichste Unklarheit über die wahren Absichten Napoleons III.",negative,negative,neutral
SentiAnno4,"„Frankreich ist“, wie die „Egalité“ sagt, „das Land, wo die Rothschilds das Gros ihres Jahresgewinnes beziehen, und zwar deshalb, weil Frankreich das meiste Metall- in der Cassehand.“",neutral,negative,neutral
SentiAnno4,"In Frankreich haben die Rothschilds durch eine Reihe von Conversionen, deren vorletzte, die russische, dem Mine des Comptoir d'Escompte kurz voranging, deren letzte, die brasilianische, als Vorspiel der brasilianischen Revolutiondiente, all das Vorgestreckte wiedererlangen und in eine solche Lage versetzen können, daß sie, selbst wenn ihr jetziges Papier verbrennen sollte, nur den Ueberschußkünftigen Gewinnes verlieren würden.",neutral,negative,neutral
SentiAnno4,"Wenn man aber die „Alliance francolite“ in Frankreich drückt, so schreit sie selbstverständlich auch in Oesterreich, beziehungsweise sie beschwichtigt auch hier, weil sie ganz gut weiß, welche Erstarkung der Antisemitismus dadurch gewänne, wenn er international würde.",negative,negative,neutral
SentiAnno4,"Man lese noch weitere Furchtsymptome: „Auch in Frankreich wird der Antisemitismus viele Köpfe erregen, er wird einigen Lärm hervorrufen, aber kaum seinen dauernden Schaden stiften, weil die politischen",negative,negative,neutral
